No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings
6488,UGE,ProShares Ultra Consumer Goods,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,0.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55,-,-,-,-,-,-,-,-,-,-,1.64%,5.44%,14.82%,15.86%,38.10%,5.22%,-,0.51,0.73%,0.74%,3.62%,7.66%,13.88%,-0.88%,20.18%,-0.88%,33.59%,73.36,-0.11%,-0.57%,-,6.57K,0.06,51.58,-0.69%,402,-
6489,UGI,UGI Corporation,Utilities,Diversified Utilities,USA,8.18B,18.92,17.57,3.05,1.34,2.56,14.65,52.23,2.14%,38.30%,2.46,18.60%,4.61%,14.80%,6.20%,-1.30%,111.20%,14.10%,175.42M,171.79M,0.30%,0.00%,80.70%,0.04%,0.60%,1.35,3.80%,14.00%,10.00%,1.00,0.80,1.26,1.43,51.90%,15.40%,7.10%,-0.91%,-0.32%,-2.45%,-7.99%,0.69%,-0.68%,0.63,0.64,1.57%,1.26%,-0.88%,-2.23%,-4.11%,-6.31%,2.30%,-10.33%,3.54%,45.40,0.09%,0.11%,2.80,763.33K,0.91,46.63,0.19%,"693,500",Jan 31/a
6490,UGL,ProShares Ultra Gold,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42,-,-,-,-,-,-,-,-,-,-,4.23%,13.89%,10.86%,15.22%,20.44%,8.08%,-,0.62,1.07%,1.12%,6.11%,10.25%,11.21%,2.41%,19.80%,-0.60%,25.69%,73.52,0.45%,2.05%,-,37.17K,1.34,43.96,2.51%,"49,806",-
6491,UGLD,VelocityShares 3x Long Gold ETN,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.82,-,-,-,-,-,-,-,-,-,-,6.38%,21.34%,16.26%,23.01%,29.77%,12.30%,-,0.25,1.63%,1.67%,9.06%,15.47%,16.41%,3.56%,31.41%,-1.65%,38.54%,73.71,1.05%,2.57%,-,583.94K,2.26,12.51,3.65%,"1,321,120",-
6492,UGP,Ultrapar Participacoes S.A.,Basic Materials,Oil & Gas Refining & Marketing,Brazil,14.23B,28.00,23.71,2.29,0.59,4.88,7.29,40.78,2.14%,59.20%,0.92,4.40%,19.01%,12.40%,12.25%,9.70%,47.20%,5.60%,554.31M,393.81M,26.80%,0.00%,5.00%,0.47%,0.29%,2.46,6.60%,18.10%,12.10%,2.50,2.00,1.11,1.44,9.20%,3.80%,2.10%,5.51%,14.75%,6.42%,9.23%,21.65%,12.98%,1.10,0.41,1.72%,1.37%,8.38%,13.23%,10.28%,3.63%,22.52%,1.14%,27.82%,78.74,2.47%,2.08%,3.00,462.12K,1.58,25.68,4.60%,"732,117",Feb 21/a
6493,UHAL,AMERCO,Services,Rental & Leasing Services,USA,7.37B,22.88,-,1.53,2.11,2.45,9.60,-,-,0.00%,16.62,-18.50%,-,15.00%,15.00%,6.40%,-29.40%,4.40%,19.39M,6.98M,64.42%,0.00%,33.00%,4.15%,5.69%,3.99,3.40%,11.30%,8.50%,-,-,1.12,1.12,90.20%,18.10%,9.30%,2.78%,0.12%,-0.13%,-0.30%,1.17%,0.65%,1.04,5.48,1.36%,1.43%,1.25%,2.25%,2.89%,-1.24%,9.26%,-5.02%,12.89%,59.08,-0.21%,0.12%,2.00,99.45K,0.69,380.35,-0.09%,"68,388",Feb 07/a
6494,UHN,United States Diesel-Heating Oil,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,2.26%,8.35%,17.46%,35.97%,20.67%,2.64%,-,0.17,0.76%,0.54%,2.77%,6.79%,23.17%,0.97%,13.49%,0.97%,53.88%,69.70,1.02%,0.37%,-,7.15K,0.97,19.85,1.39%,"6,932",-
6495,UHS,"Universal Health Services, Inc.",Healthcare,Hospitals,USA,11.13B,16.22,14.04,2.86,1.09,2.31,170.17,8.09,0.34%,5.50%,7.27,5.60%,13.86%,12.10%,5.68%,7.60%,-4.70%,5.50%,94.32M,85.41M,1.90%,0.00%,96.50%,0.02%,3.42%,2.88,6.70%,14.90%,10.10%,1.30,1.20,0.81,0.83,-,12.30%,6.90%,1.67%,2.81%,4.45%,-4.00%,5.13%,4.09%,0.86,2.17,1.83%,1.89%,3.01%,8.10%,4.66%,-1.84%,23.86%,-9.06%,23.86%,67.21,0.02%,0.61%,2.10,1.01M,0.67,117.99,0.63%,"679,526",Feb 27/a
6496,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,922.22M,21.00,-,-,12.86,4.34,236.47,-,3.91%,81.20%,3.24,-28.20%,-,-26.20%,-,17.90%,3.40%,8.30%,13.56M,12.68M,0.20%,-8.03%,62.40%,0.11%,1.66%,5.27,8.70%,21.30%,3.40%,-,-,1.22,1.22,73.30%,61.40%,61.40%,0.44%,-7.15%,-11.82%,-18.11%,3.55%,-9.45%,0.22,1.87,2.37%,2.56%,-3.12%,-6.49%,-8.66%,-12.59%,3.53%,-19.89%,15.07%,38.38,-0.82%,-0.22%,-,39.93K,0.81,68.01,-1.03%,"32,240",Feb 28/a
6497,UIHC,United Insurance Holdings Corp.,Financial,Property & Casualty Insurance,USA,821.13M,-,10.17,-,1.36,1.64,2.93,16.97,1.24%,-,-0.80,-79.30%,1448.78%,-19.40%,20.00%,38.30%,-516.50%,34.50%,42.37M,20.35M,0.60%,2.38%,32.30%,0.26%,6.57%,10.50,-1.80%,-7.20%,1.90%,-,-,0.11,0.11,-,-7.40%,-4.50%,-3.00%,16.68%,20.15%,20.60%,33.93%,12.35%,1.67,0.56,2.66%,2.95%,5.86%,13.57%,20.05%,-4.58%,26.67%,-4.58%,48.52%,70.61,-0.97%,0.46%,2.00,127.43K,0.96,19.38,-0.51%,"122,485",Feb 05/a
6498,UIS,Unisys Corporation,Technology,Information Technology Services,USA,441.67M,-,-,-,0.16,-,0.74,9.90,-,-,-2.32,56.70%,63.60%,-19.00%,9.00%,-6.10%,-44.60%,-2.50%,50.19M,49.99M,0.30%,0.00%,-,0.02%,19.45%,22.51,-5.40%,7.20%,1.00%,1.40,1.30,-,-,17.30%,-0.70%,-4.30%,-2.22%,7.32%,-0.56%,-32.82%,-32.05%,7.98%,1.69,0.27,2.68%,3.09%,2.18%,8.41%,-10.68%,-3.83%,22.22%,-41.91%,27.54%,58.47,-1.68%,0.00%,2.30,431.95K,0.35,8.80,-1.68%,"149,188",Feb 08/a
6499,UITB,USAA Core Intermediate-Term Bond ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-0.30%,-0.84%,-,-,-,-1.14%,-,0.11,0.12%,0.14%,-0.61%,-0.87%,-0.90%,-1.35%,0.15%,-1.35%,0.15%,35.97,-0.06%,-0.16%,-,21.70K,4.83,49.62,-0.22%,"104,786",-
6500,UIVM,USAA MSCI Intl Val Mom Blnd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-,-,-,-,-,-,-,1.32%,8.13%,-,-,-,7.52%,-,0.30,0.40%,0.36%,3.97%,7.35%,7.66%,0.29%,12.19%,0.29%,12.19%,87.12,-0.25%,0.64%,-,48.35K,0.37,55.31,0.38%,"17,733",-
6501,UJB,ProShares Ultra High Yield,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,2.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26%,1.98%,8.62%,26.96%,10.45%,1.11%,-,0.56,0.18%,0.23%,0.45%,0.89%,12.46%,-2.66%,4.74%,-2.66%,11.46%,52.69,0.00%,0.95%,-,0.78K,0.02,66.26,0.95%,14,-
6502,UL,Unilever PLC,Consumer Goods,Personal Products,United Kingdom,167.27B,23.22,20.43,2.50,2.52,8.16,-,-,2.93%,-,2.48,5.70%,7.75%,5.10%,9.30%,2.60%,23.80%,-1.60%,2.90B,1.36B,2.90%,0.00%,7.40%,0.13%,0.03%,0.28,-,-,17.90%,-,-,-,-,-,-,-,3.46%,4.55%,6.23%,1.78%,36.12%,4.19%,0.85,0.59,0.79%,0.73%,4.03%,3.38%,3.69%,0.10%,7.06%,-4.11%,43.06%,68.16,-0.31%,0.85%,3.00,1.26M,1.86,57.66,0.54%,"2,340,877",-
6503,ULBI,Ultralife Corporation,Industrial Goods,Industrial Electrical Equipment,USA,108.57M,19.13,-,1.09,1.28,1.43,7.44,16.70,-,0.00%,0.36,30.70%,-,19.70%,17.50%,-9.50%,-1.80%,7.10%,15.85M,15.08M,0.80%,4.34%,74.90%,0.11%,0.20%,1.03,6.30%,7.80%,5.40%,4.40,2.50,0.00,0.00,30.90%,7.00%,6.60%,-2.84%,2.24%,-2.84%,-4.86%,26.85%,4.58%,-0.06,0.25,3.88%,3.08%,0.62%,5.39%,3.81%,-7.43%,18.10%,-13.29%,37.00%,52.48,-3.52%,-0.70%,-,28.57K,0.87,6.85,-4.20%,"24,979",Feb 08/b
6504,ULBR,VelocityShares Long LIBOR ETN,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.90,-,-,-,-,-,-,-,-,-,-,10.93%,-,-,-,-,10.93%,-,1.02,3.20%,-,11.13%,11.13%,11.13%,-12.37%,38.48%,-12.37%,38.48%,-,0.17%,-0.06%,-,7.57K,2.52,32.76,0.11%,"19,086",-
6505,ULE,ProShares Ultra Euro,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73,-,-,-,-,-,-,-,-,-,-,3.10%,8.33%,10.32%,10.95%,28.45%,6.53%,-,0.19,0.60%,0.64%,5.49%,7.96%,12.70%,1.75%,13.28%,1.75%,34.49%,74.04,0.27%,1.48%,-,30.86K,1.19,18.60,1.75%,"36,580",-
6506,ULH,"Universal Logistics Holdings, Inc.",Services,Trucking,USA,704.07M,108.77,16.64,36.26,0.60,4.82,40.23,149.80,1.13%,122.90%,0.23,-37.60%,13.74%,-13.00%,3.00%,1.60%,-166.10%,15.30%,28.39M,8.22M,0.10%,-38.13%,28.10%,-0.11%,0.71%,2.03,1.10%,4.30%,7.70%,1.10,1.10,1.40,1.67,26.80%,1.50%,0.60%,-0.80%,3.33%,16.71%,75.27%,67.57%,4.42%,1.62,0.48,1.23%,1.86%,2.09%,5.46%,37.85%,-3.31%,18.10%,-3.31%,112.88%,66.66,-1.00%,0.40%,3.00,28.82K,0.51,24.80,-0.60%,"14,557",Feb 22/a
6507,ULST,SPDR SSgA Ultra Short Term Bond ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,1.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,-,-,-,-,-,-,0.15%,0.10%,0.15%,0.05%,0.16%,0.30%,-,0.08,0.12%,0.19%,0.11%,0.11%,0.10%,-1.25%,0.30%,-2.33%,0.35%,53.62,0.10%,0.07%,-,8.30K,0.27,40.31,0.17%,"2,214",-
6508,ULTA,"Ulta Beauty, Inc.",Services,"Specialty Retail, Other",USA,13.63B,28.70,21.44,1.54,2.47,8.51,127.59,64.70,-,0.00%,7.82,30.90%,25.34%,28.00%,18.62%,22.30%,21.60%,18.70%,60.75M,57.89M,0.10%,214.60%,91.30%,0.44%,4.88%,2.21,18.10%,30.30%,26.40%,2.30,0.40,0.00,0.00,35.90%,13.70%,8.80%,-6.02%,-1.86%,10.85%,-12.59%,-16.55%,0.29%,0.63,6.58,3.02%,2.71%,-4.08%,0.87%,-9.00%,-10.02%,16.95%,-28.76%,19.34%,44.06,-1.76%,-0.20%,2.20,1.28M,1.32,224.31,-1.96%,"1,695,229",Mar 01/a
6509,ULTI,"The Ultimate Software Group, Inc.",Technology,Internet Software & Services,USA,6.80B,233.23,49.60,11.26,7.56,12.74,49.32,66.81,-,0.00%,0.97,25.50%,26.73%,45.20%,20.71%,23.80%,-2.30%,19.80%,29.94M,28.44M,4.40%,-10.38%,-,0.11%,9.81%,8.86,2.30%,6.30%,6.90%,1.20,1.20,0.01,0.02,62.00%,4.40%,3.30%,0.40%,4.06%,17.63%,-2.09%,14.78%,4.10%,1.06,4.21,1.56%,1.88%,2.02%,6.60%,9.90%,-1.47%,17.66%,-2.68%,25.10%,63.66,-0.37%,0.25%,2.10,314.77K,0.85,227.17,-0.12%,"268,380",Feb 06/a
6510,ULVM,USAA MSCI USA Value Mom Blnd ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,-,-,-,-,-,-,-,-,-,0.79%,5.38%,-,-,-,5.44%,-,0.36,0.54%,0.54%,2.88%,5.22%,5.83%,-0.41%,9.53%,-0.41%,9.81%,74.95,-0.60%,0.25%,-,55.36K,0.08,54.83,-0.35%,"4,635",-
6511,UMBF,UMB Financial Corporation,Financial,Regional - Southwest  Banks,USA,3.83B,21.60,18.11,1.32,6.47,1.82,4.29,13.52,1.42%,27.90%,3.59,32.10%,17.37%,3.90%,16.40%,8.80%,22.60%,19.60%,49.48M,42.60M,0.10%,-2.22%,84.90%,-0.16%,3.93%,7.87,0.90%,8.70%,20.30%,-,-,0.04,0.04,-,84.60%,30.00%,1.89%,3.20%,4.22%,2.66%,2.16%,7.72%,0.86,1.83,2.43%,2.22%,4.98%,5.62%,7.13%,-0.32%,12.67%,-5.00%,24.41%,63.41,0.61%,3.83%,2.60,212.65K,3.00,77.47,4.46%,"638,479",Jan 23/a
6512,UMC,United Microelectronics Corporation,Technology,Semiconductor Equipment & Materials,Taiwan,6.31B,18.81,18.00,0.94,1.24,0.85,2.63,3.46,3.17%,0.00%,0.13,-37.80%,16.67%,4.20%,20.00%,4.80%,16.10%,-1.20%,2.50B,2.38B,-,-,5.80%,-0.96%,0.55%,12.42,2.70%,4.90%,1.20%,1.50,1.30,0.25,0.47,19.60%,3.40%,6.90%,3.70%,4.13%,-1.95%,-1.56%,40.78%,5.44%,0.57,0.05,1.89%,1.38%,3.81%,0.74%,7.17%,-7.01%,6.78%,-7.69%,43.18%,56.12,1.61%,-0.40%,2.70,1.06M,2.16,2.52,1.20%,"2,284,360",Jan 24/b
6513,UMDD,ProShares UltraPro MidCap400,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.46,-,-,-,-,-,-,-,-,-,-,2.97%,12.82%,26.51%,39.30%,64.32%,12.20%,-,2.40,1.79%,1.48%,6.85%,14.13%,34.96%,-1.03%,32.40%,-1.03%,65.36%,71.47,-2.46%,1.49%,-,4.56K,1.13,131.08,-1.01%,"5,151",-
6514,UMH,"UMH Properties, Inc.",Financial,REIT - Diversified,USA,489.60M,-,-,-,4.49,2.69,33.08,35.48,5.10%,-,-0.22,60.90%,91.30%,-21.60%,10.00%,20.30%,-618.40%,13.00%,34.65M,31.94M,8.50%,0.35%,55.40%,0.08%,1.26%,2.47,-1.00%,-4.70%,3.30%,-,-,1.98,1.98,50.50%,15.00%,-6.70%,-1.53%,-0.84%,-8.19%,-13.84%,-5.10%,-5.17%,0.54,0.31,2.13%,1.97%,-1.28%,-4.38%,-10.51%,-10.74%,2.54%,-21.06%,3.52%,43.16,-1.33%,-0.42%,1.30,162.81K,1.19,14.13,-1.74%,"194,019",Feb 01/a
6515,UMPQ,Umpqua Holdings Corporation,Financial,Regional - Pacific Banks,USA,4.77B,20.51,15.47,2.41,5.19,1.20,5.05,40.22,3.32%,60.40%,1.06,4.90%,34.45%,10.20%,8.50%,12.70%,-0.70%,6.30%,220.22M,218.95M,0.50%,-3.24%,94.50%,0.40%,2.98%,4.53,0.90%,5.90%,13.10%,-,-,0.31,0.31,-,86.80%,25.30%,-2.47%,-0.09%,7.01%,12.98%,18.08%,4.23%,1.14,0.52,2.64%,2.14%,0.34%,1.95%,13.40%,-5.16%,9.77%,-5.16%,30.21%,51.17,-5.24%,3.48%,2.40,1.44M,1.74,21.68,-1.94%,"2,499,581",Jan 23/a
6516,UN,Unilever N.V.,Consumer Goods,Personal Products,Netherlands,167.11B,23.46,20.41,2.52,2.52,8.30,-,-,2.90%,-,2.48,5.70%,9.22%,5.10%,9.30%,2.60%,23.80%,-1.60%,2.87B,1.26B,3.10%,0.00%,10.40%,0.12%,0.14%,1.36,-,-,17.90%,-,-,-,-,-,-,-,3.04%,3.46%,4.20%,0.81%,38.30%,3.41%,0.87,0.57,0.74%,0.70%,3.36%,2.41%,2.58%,-0.88%,6.28%,-5.49%,45.38%,66.14,-0.07%,0.64%,3.00,1.27M,1.01,58.24,0.57%,"1,281,193",-
6517,UNAM,Unico American Corporation,Financial,Property & Casualty Insurance,USA,46.44M,-,-,-,1.27,0.73,232.20,-,-,-,-1.01,-19.30%,-,-18.90%,-,0.40%,-49.80%,3.30%,5.37M,2.44M,54.02%,0.00%,27.40%,-,0.13%,0.72,-5.80%,-12.20%,-2.00%,-,-,0.00,0.00,-,-33.60%,-22.20%,-1.17%,-6.51%,-14.80%,-10.85%,-25.32%,1.15%,-0.51,0.29,1.86%,3.22%,-0.78%,-6.15%,-10.54%,-15.22%,12.32%,-23.47%,12.32%,42.68,0.00%,-0.60%,-,4.31K,0.12,8.65,-0.60%,501,Feb 12/a
6518,UNB,"Union Bankshares, Inc.",Financial,Regional - Northeast Banks,USA,232.42M,27.05,-,-,8.21,4.03,11.23,29.05,2.23%,57.80%,1.99,8.00%,-,10.30%,-,2.50%,4.40%,8.80%,4.32M,3.48M,0.20%,0.00%,16.30%,-,5.16%,58.84,1.30%,15.30%,25.70%,-,-,0.55,0.55,-,91.50%,31.40%,6.75%,-2.18%,13.03%,15.82%,32.02%,1.61%,0.25,1.46,1.94%,2.49%,3.78%,4.98%,16.22%,-2.18%,14.21%,-2.18%,36.03%,61.62,-0.28%,0.28%,-,3.05K,1.30,53.80,0.00%,"3,951",Jan 17
6519,UNF,UniFirst Corporation,Consumer Goods,Textile - Apparel Clothing,USA,3.34B,44.86,26.73,4.49,2.06,2.29,8.93,37.08,0.09%,4.00%,3.74,-44.20%,8.42%,-6.30%,10.00%,4.80%,21.00%,7.70%,19.93M,15.29M,0.40%,-5.51%,-,0.00%,1.24%,2.91,4.20%,5.20%,4.50%,5.00,4.50,0.00,0.00,37.80%,7.20%,4.70%,-1.67%,-0.74%,7.43%,18.40%,30.77%,1.67%,0.65,2.93,1.61%,1.75%,-0.93%,2.07%,12.76%,-4.83%,12.52%,-4.83%,34.28%,49.57,-1.44%,0.21%,2.70,65.00K,1.01,167.65,-1.24%,"65,975",Jan 03/b
6520,UNFI,"United Natural Foods, Inc.",Services,Food Wholesale,USA,2.50B,19.05,15.65,2.26,0.26,1.46,118.01,15.27,-,0.00%,2.58,2.70%,10.27%,6.60%,8.43%,12.10%,3.70%,7.90%,50.82M,50.12M,0.50%,-40.22%,-,-0.06%,12.06%,7.47,4.50%,8.00%,6.90%,2.30,0.80,0.25,0.26,15.30%,2.40%,1.40%,1.32%,-1.26%,23.91%,30.00%,3.99%,-0.08%,1.45,1.32,2.06%,2.80%,2.37%,4.69%,20.54%,-6.57%,26.30%,-6.57%,66.71%,57.98,-0.26%,0.45%,2.70,809.31K,0.39,49.23,0.18%,"316,763",Dec 07/a
6521,UNG,United States Natural Gas,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.21,-,-,-,-,-,-,-,-,-,-,0.47%,25.10%,-0.16%,-2.28%,-22.34%,10.29%,-,0.94,2.97%,3.16%,9.09%,9.15%,-1.97%,-3.02%,26.08%,-26.51%,26.08%,61.22,-1.27%,0.42%,-,4.29M,1.68,25.72,-0.85%,"7,200,100",-
6522,UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,USA,236.55B,22.86,17.50,1.46,1.18,5.23,14.54,23.09,1.23%,30.90%,10.71,47.90%,13.10%,15.20%,15.62%,12.70%,23.70%,8.70%,966.11M,949.45M,0.50%,-2.95%,89.40%,0.05%,0.61%,1.96,6.00%,19.20%,14.70%,-,-,0.55,0.65,-,6.90%,4.00%,2.69%,10.45%,18.28%,28.60%,52.62%,11.06%,0.73,3.72,1.60%,1.43%,7.00%,10.15%,24.35%,-0.86%,17.08%,-0.86%,56.46%,78.41,-0.47%,0.33%,1.50,2.96M,0.91,244.85,-0.15%,"2,688,483",Jan 16/b
6523,UNIT,Uniti Group Inc.,Financial,REIT - Industrial,USA,2.83B,-,258.57,-,3.23,-,56.75,-,14.73%,-,-0.27,-122.80%,126.10%,-,11.90%,-,162.20%,22.50%,173.85M,173.85M,0.20%,0.00%,73.80%,-0.19%,18.08%,11.42,-1.10%,3.30%,10.30%,0.10,0.10,-,-,-,28.40%,-4.90%,-1.99%,-6.65%,-0.49%,-38.25%,-39.24%,-8.43%,-,0.46,2.08%,2.60%,-4.47%,-2.87%,-21.47%,-12.61%,7.45%,-45.06%,17.96%,41.53,-0.61%,-0.18%,2.20,2.75M,0.87,16.29,-0.79%,"2,407,344",Mar 01/a
6524,UNL,United States 12 Month Natural Gas,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37,-,-,-,-,-,-,-,-,-,-,1.53%,12.28%,-5.13%,-3.32%,-11.93%,4.58%,-,0.16,0.87%,1.29%,4.34%,2.45%,-3.66%,-5.42%,12.41%,-17.08%,12.41%,60.01,-0.10%,0.21%,-,6.87K,1.56,9.60,0.10%,"10,695",-
6525,UNM,Unum Group,Financial,Accident & Health Insurance,USA,12.59B,13.15,10.97,1.96,1.12,1.33,179.61,13.29,1.64%,19.40%,4.26,12.80%,20.28%,33.30%,6.73%,34.30%,10.80%,2.00%,224.99M,223.59M,0.10%,-12.00%,96.20%,0.09%,1.32%,2.05,1.60%,10.60%,9.20%,-,-,0.29,0.31,-,14.10%,8.70%,-0.69%,2.06%,6.88%,15.00%,23.70%,1.95%,1.58,0.91,1.55%,1.46%,-0.09%,1.26%,11.78%,-4.72%,7.29%,-4.72%,28.50%,51.59,-0.94%,0.52%,2.90,1.44M,1.12,55.96,-0.43%,"1,611,989",Jan 31/a
6526,UNP,Union Pacific Corporation,Services,Railroads,USA,110.50B,24.99,19.12,1.50,5.27,5.86,57.04,49.80,1.88%,41.70%,5.65,-7.70%,27.22%,8.60%,16.63%,0.40%,10.10%,4.50%,782.60M,773.22M,0.10%,0.00%,81.70%,0.18%,1.70%,3.04,8.10%,23.40%,13.60%,1.20,1.00,0.83,0.88,80.40%,37.10%,21.80%,0.52%,5.58%,24.74%,34.52%,29.87%,5.29%,0.89,2.18,1.61%,1.49%,2.03%,8.79%,23.36%,-0.85%,22.60%,-0.85%,39.71%,70.00,-0.16%,0.04%,2.30,4.33M,1.15,141.19,-0.12%,"4,999,522",Jan 25/b
6527,UNT,Unit Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,1.37B,44.73,20.54,1.02,1.93,1.09,1711.27,6.40,-,0.00%,0.59,87.20%,151.76%,-21.60%,44.00%,-13.00%,114.90%,22.90%,51.70M,51.24M,0.60%,0.00%,97.10%,-0.21%,7.18%,8.10,1.20%,2.50%,-3.60%,0.70,0.70,0.66,0.66,45.50%,12.60%,4.30%,4.71%,21.64%,47.03%,49.35%,-3.57%,20.36%,2.96,0.83,3.27%,3.34%,10.86%,20.57%,34.95%,-0.34%,38.86%,-7.02%,73.19%,73.13,0.11%,0.19%,2.10,453.80K,0.72,26.48,0.30%,"328,642",Feb 22/b
6528,UNTY,Unity Bancorp Inc.,Financial,Money Center Banks,USA,214.12M,15.68,-,-,4.08,1.84,1.91,18.30,1.19%,16.80%,1.29,35.50%,-,64.10%,-,3.50%,9.80%,17.40%,10.60M,7.59M,6.10%,-0.48%,47.90%,0.10%,1.07%,6.92,1.10%,12.20%,25.50%,-,-,0.09,0.09,-,80.20%,25.80%,-1.46%,-1.22%,2.02%,10.99%,22.42%,2.28%,0.53,0.37,1.60%,1.54%,0.35%,-0.17%,10.07%,-3.58%,4.39%,-3.58%,31.60%,49.04,-1.94%,0.73%,-,11.72K,0.33,20.20,-1.22%,"3,902",Feb 01/b
6529,UNVR,Univar Inc.,Basic Materials,Chemicals - Major Diversified,USA,4.41B,135.61,20.20,-,0.54,4.08,15.01,25.09,-,0.00%,0.23,-461.30%,55.91%,17.20%,-,-3.60%,160.00%,2.50%,142.68M,135.46M,0.30%,-96.00%,93.40%,-6.83%,1.65%,2.78,0.60%,3.60%,2.60%,1.80,1.20,2.70,2.79,21.90%,3.10%,0.40%,-0.87%,-0.13%,6.29%,0.95%,3.07%,-0.13%,-,0.65,2.37%,1.84%,-0.34%,2.32%,4.11%,-3.22%,8.42%,-6.73%,15.39%,52.39,-0.48%,0.29%,2.30,805.07K,0.63,30.92,-0.19%,"504,781",Feb 21/b
6530,UPL,Ultra Petroleum Corp.,Basic Materials,Independent Oil & Gas,USA,1.64B,-,4.93,-,1.89,-,303.25,15.73,-,-,-0.26,101.70%,-29.88%,-34.10%,20.40%,-8.10%,-361.40%,9.20%,196.35M,140.43M,1.89%,-,-,-0.81%,13.67%,7.64,2.70%,-2.30%,13.90%,0.80,0.80,-,-,67.20%,39.60%,5.40%,0.60%,-14.29%,4.25%,-22.35%,-,-7.95%,-,0.41,3.84%,4.50%,-4.20%,-6.95%,-12.79%,-18.07%,5.17%,-38.68%,13.16%,42.60,-2.91%,0.35%,1.80,2.51M,3.44,8.34,-2.57%,"8,646,614",Feb 06/b
6531,UPLD,"Upland Software, Inc.",Technology,Application Software,USA,472.27M,-,18.72,-,5.28,4.79,8.91,56.90,-,-,-0.96,10.30%,35.05%,-,20.00%,-,-26.40%,35.90%,20.02M,12.83M,12.50%,-50.06%,47.80%,-2.75%,1.31%,0.71,-8.60%,-22.00%,-9.40%,1.30,1.30,0.94,0.96,65.00%,-10.30%,-18.90%,4.10%,4.43%,6.50%,-6.83%,117.62%,8.91%,-,0.60,2.86%,2.61%,5.40%,5.78%,7.47%,-5.64%,27.38%,-7.70%,123.18%,61.04,1.51%,0.43%,1.90,235.77K,0.81,23.59,1.94%,"190,512",Feb 08/a
6532,UPRO,ProShares UltraPro S&P500;,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20,-,-,-,-,-,-,-,-,-,-,3.77%,17.90%,35.23%,50.28%,93.57%,18.82%,-,3.03,1.99%,1.72%,9.99%,18.87%,42.91%,-0.48%,36.42%,-0.48%,97.03%,84.16,-0.90%,0.73%,-,1.39M,1.88,166.53,-0.19%,"2,626,648",-
